zinc_id,smiles
ZINC000002001181,COc1ccc(OC)c([C@@H](O)CN)c1
ZINC000005760453,CC(C)NC[C@H](O)COc1ccc(O)c2ccccc12
ZINC000005760515,CC(C)NC[C@@H](O)COc1ccc(O)c2ccccc12
ZINC000001846283,CC(C)(C)NC[C@@H](O)COc1ccc(NC(=O)NC2CCCCC2)cc1
ZINC000001853454,O=C(O)CN1CCOCC1
ZINC000001999512,COc1ccccc1OC[C@@H](O)CNC(C)C
ZINC000002007775,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@H]1C[C@H](O)C(C)=C[C@@H]21
ZINC000002008392,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@H]1CCC(CO)=C[C@@H]21
ZINC000002015965,CC(=O)NCCC[C@H](NC(C)=O)C(=O)O
ZINC000002036824,CCNCC(=O)Nc1c(C)cccc1C
ZINC000002040778,COCCOc1cnc(NS(=O)(=O)c2ccccc2)nc1
ZINC000002380356,O=C(O)c1ccc(C(F)(F)F)cc1O
ZINC000002388372,Nc1ccncc1O
ZINC000002516030,O[C@@H](CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1
ZINC000000967932,CC[N+](CC)(CC)CC[C@@](O)(c1ccccc1)C1CCCCC1
ZINC000001063081,Cn1cnc([N+](=O)[O-])c1
ZINC000001481714,CC(=O)c1ccc2c(c1)N(C[C@H](C)N(C)C)c1ccccc1S2
ZINC000002530703,COC(=O)c1c(C)nc(C)c(C(=O)OC)c1-c1ccccc1[N+](=O)[O-]
ZINC000002570857,O=C1CN=C(c2ccc(O)cc2)c2cc(Cl)ccc2N1
ZINC000001544157,CNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)[C@H](O)C(=O)NO)C(C)(C)C
ZINC000001545566,CCCCNCC[C@@H](O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12
ZINC000001574929,CCC(=O)N(c1ccccc1)C1CCNCC1
ZINC000001656327,CC[C@@]1(C)OC(=O)NC1=O
ZINC000001670385,Cc1cc(O)cc(C)c1N
ZINC000031259460,CN1CCC[C@H]1c1ccc[n+](C)c1
ZINC000031351607,Cc1cn([C@H]2C[C@@H](N=[N+]=[N-])[C@@H](CO[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)O2)c(=O)[nH]c1=O
ZINC000031425358,O=C1NC(=O)[C@@](c2ccccc2)(c2ccc(O[C@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)cc2)N1
ZINC000022060583,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C[C@@H](O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC
ZINC000022060695,CC(C)[C@@H](O)c1ccc([C@@H](C)C(=O)O)cc1
ZINC000022060701,CC(C)[C@@H](O)c1ccc([C@H](C)C(=O)O)cc1
ZINC000022060707,C[C@@H](C(=O)O)c1ccc(CC(C)(C)O)cc1
ZINC000022061312,C[C@@H](Cc1ccc([C@@H](C)C(=O)O)cc1)C(=O)O
ZINC000022061318,C[C@@H](Cc1ccc([C@H](C)C(=O)O)cc1)C(=O)O
ZINC000022062037,CN[C@@H](C)C(=O)c1ccc(C)cc1
ZINC000022064224,C[N+]1([O-])CCN2c3ncccc3Cc3ccccc3[C@H]2C1
ZINC000022593510,CCOC(=O)[C@H](CS)NCCN[C@@H](CS)C(=O)OCC
ZINC000169339296,CN1CC[C@@]23c4c5ccc(O)c4O[C@H]2[C@H](O)CC[C@H]3[C@H]1C5
ZINC000029407431,CCc1c(O)ccc2c3c([nH]c12)[C@](CC)(CC(=O)O)OCC3
ZINC000029415842,CC(=O)OCC(CCn1cnc2c(=O)[nH]c(N)nc21)COC(C)=O
ZINC000030690712,C[C@H](Cc1ccccc1)/N=C/C(Cl)(Cl)Cl
ZINC000030731169,N=C(O)OC[C@H](C(=O)O)c1ccccc1
ZINC000003871797,CCCCOc1ccc(CC(=O)NO)cc1
ZINC000003872097,CC[C@](C)(Oc1ccc(C2(c3ccc(O[C@@](C)(CC)C(=O)O)cc3)CCCCC2)cc1)C(=O)O
ZINC000003876080,CCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
ZINC000003995781,Clc1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1N2
ZINC000004578995,NN1CCOC1=O
ZINC000005113685,O=C(O)CCOP(=O)(NCCCl)NCCCl
ZINC000002583798,NC[C@H](O)COc1cccc2ccccc12
ZINC000003786299,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1
ZINC000005159538,Cc1c(N)c(C)c([N+](=O)[O-])c(C(C)(C)C)c1[N+](=O)[O-]
ZINC000003830220,CC(C)CCON=O
ZINC000003830866,C[C@H](CN1c2ccccc2Sc2ccc(S(=O)(=O)N(C)C)cc21)N(C)C
ZINC000082872188,C[C@H](Cc1cccc(O)c1)C(=O)O
ZINC000101160855,Cc1nnc(C(C)C)n1[C@@H]1C[C@@H]2CC[C@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1
ZINC000104387314,C[C@H](C(=O)O)c1ccc(C(=O)C2=C[C@@H]3O[C@H]3S2)cc1
ZINC000064637995,C[C@H]1CC[C@@H]2[C@H](C)[C@H](O)O[C@H]3O[C@]4(C)CC[C@H]1[C@@]32OO4
ZINC000067665351,CCOC(=O)[C@H](CCc1ccccc1)N1C(=O)[C@@H]2C[C@@H]3CCC[C@@H]3N2C(=O)[C@@H]1C
ZINC000071773500,C[C@@H](CO)Cc1ccc([C@@H](C)C(=O)O)cc1
ZINC000072266812,CCN(CC)CCCOC(=O)[C@@]1(c2ccccc2)C[C@@H]2CC[C@H]1C2
ZINC000118915217,C[C@H]1O[C@@H](O[C@@H]2[C@@H](O)C[C@@H](O[C@@H]3CC[C@@]4(C)[C@@H](CC[C@@H]5[C@@H]4C[C@@H](O)[C@]4(C)[C@@H](C6=CC(=O)OC6)CC[C@@]54O)C3)O[C@@H]2C)C[C@@H](O)[C@@H]1O
ZINC000118915227,C[C@]12CC[C@@H](S(=O)(=O)O)C[C@H]1[C@@H]1C[C@@H]1[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1[C@@H]1C[C@@H]1[C@@]21CCC(=O)O1
ZINC000118915344,CCS[C@]1(SC)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@H](O)C[C@@]21C
ZINC000004099013,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC
ZINC000003860441,O=c1ccc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)cc2o1
ZINC000091689892,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C
ZINC000003932194,CC(C)c1c(C(=O)Nc2ccccc2O)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O
ZINC000003952167,NC(N)=Nc1nc(CSCCN/C=N/S(=O)(=O)c2ccc(Br)cc2)cs1
ZINC000004096488,O=P(O)(O)OC[C@H]1O[C@@H](n2cnc3c(S)ncnc32)[C@H](O)[C@@H]1O
ZINC000004212177,CCN(CC)CCCOC(=O)[C@]1(c2ccccc2)C[C@@H]2CC[C@H]1C2
ZINC000004214473,CCS[C@]1(SC)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
ZINC000003643826,C[C@H]([C@@H](O)c1ccccc1)N(C)C
ZINC000005138214,CC(C)(c1cccnc1)[C@H](O)c1cccnc1
ZINC000005141586,C[C@@H]1CC(=O)NN=C1c1ccc(N)cc1
ZINC000003798745,Oc1ccc(CCNCCCCCCNCCc2ccccc2)cc1O
ZINC000082872187,C[C@@H](Cc1cccc(O)c1)C(=O)O
ZINC000100242776,C=C1C=C2C=C[C@@H]3[C@H](CC[C@@]4(C)[C@H]3CC[C@@H]4C(C)C)[C@@]2(C)CC1
ZINC000062227230,CC(=O)NCCc1c[nH]c2ccc(O[C@@H]3O[C@@H](C(=O)O)[C@@H](O)[C@@H](O)[C@@H]3O)cc12
ZINC000064637997,C[C@H]1[C@@H]2CC[C@H](C)[C@H]3CC[C@]4(C)OO[C@]23[C@@H](O[C@H]1O)O4
ZINC000065743122,Nc1ccn([C@H]2CS[C@H](CO[P@@](=O)(O)O[P@@](=O)(O)OP(=O)(O)O)O2)c(=O)n1
ZINC000071773499,C[C@H](CO)Cc1ccc([C@@H](C)C(=O)O)cc1
ZINC000118915214,C[C@@H]1O[C@H](O[C@@H]2[C@@H](O)C[C@@H](O[C@@H]3CC[C@@]4(C)[C@@H](CC[C@@H]5[C@@H]4C[C@@H](O)[C@]4(C)[C@@H](C6=CC(=O)OC6)CC[C@@]54O)C3)O[C@@H]2C)C[C@@H](O)[C@@H]1O
ZINC000118915222,CC(=O)O[C@]1(C(C)=O)C[C@@H](O)[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C
ZINC000118915228,C[C@]12CC[C@@H](S(=O)(=O)O)C[C@@H]1[C@@H]1C[C@@H]1[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1[C@@H]1C[C@@H]1[C@@]21CCC(=O)O1
ZINC000077874208,O=P(O)(O)On1cnc2c(=S)[nH]c(O)nc21
ZINC000003874419,C[C@@H]([C@@H](O)c1ccccc1)N(C)C
ZINC000071928291,NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O
ZINC000100053680,CN(C)CC/C=C1\c2ccccc2COc2ccc(O[C@H]3O[C@H](C(=O)O)[C@@H](O)[C@@H](O)[C@@H]3O)cc21
ZINC000100053696,COc1c(C)c2c(c(O[C@H]3O[C@H](C(=O)O)[C@@H](O)[C@@H](O)[C@@H]3O)c1C/C=C(/C)CCC(=O)O)C(=O)OC2
ZINC000100053871,Cc1ccnc2c1N=C(O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)c1cccnc1N2[C@@H]1C[C@@H]1O
ZINC000100053979,Cc1cn([C@@H]2C[C@@H](N)[C@@H](CO[C@H]3[C@H](O)[C@@H](C(=O)O)O[C@H](O)[C@@H]3O)O2)c(=O)nc1O
ZINC000100053985,Cc1cn([C@@H]2C[C@H](N)[C@@H](CO[C@H]3[C@H](O)[C@@H](C(=O)O)O[C@H](O)[C@@H]3O)O2)c(=O)nc1O
ZINC000055161806,CSn1c(-c2nccc(OCC(F)(F)F)c2C)nc2ccccc21
ZINC000100019233,CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)c1c[nH]c3ccccc13)C2
ZINC000100053320,Nc1c(NC/C=C\COc2cc(CN3CCCCC3)ccn2)c(=O)c1=O
ZINC000100053593,C[N+]1([C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@@H](O)[C@@H]2O)CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1
ZINC000100051400,CC(=O)C[C@@H](c1ccc(O)cc1)c1c(O)oc2ccccc2c1=O
ZINC000100051405,CC(=O)C[C@H](c1ccccc1)c1c(O)oc2ccc(O)cc2c1=O
ZINC000100051467,O=C(C1CC1)[C@@H](c1ccccc1F)N1CCc2sc(O)cc2C1
ZINC000100051620,Cc1ccc(S(=O)(=O)NC(=O)NN2C[C@H]3CC[C@@H](O)[C@@H]3C2)cc1
ZINC000100051669,NCC/C=C1\c2ccccc2C[C@H](O)c2ccccc21
ZINC000100053074,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@@H]4[C@H](C2)[N+](C)([O-])CC[C@@]341
ZINC000100053171,C/C=C1\N(C)[C@@H](C)CC1(c1ccccc1)c1ccccc1
ZINC000100053206,CCOC(=O)[C@@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@@H]1N2C
ZINC000100053300,Oc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@@H]4[C@H](C2)NCC[C@@]341
ZINC000004214738,C[S@@+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
ZINC000095617625,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@@H]1CC[C@@H]2[C@H](C)/C=C/[C@H](C)C(C)(C)O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O
ZINC000095617647,O=S1C=CC2=C1CCN(Cc1ccccc1Cl)C2
ZINC000095617659,CN[C@]1(c2ccccc2Cl)CC[C@@H](O)CC1=O
ZINC000095617667,Cc1ccc(S(=O)(=O)NC(=O)NN2C[C@H]3CC(O)C[C@H]3C2)cc1
ZINC000096077628,N[C@@H](Cc1cc(I)c(Oc2cc(I)c(OS(=O)(=O)O)c(I)c2)c(I)c1)C(=O)O
ZINC000000206825,O=C(O)CNC(=O)c1ccncc1
ZINC000000621833,COc1ccc(C[C@H]2c3cc(OC)c(OC)cc3CCN2C)cc1OC
ZINC000001481952,CN(C)CC/C=C1\c2ccccc2C[C@H](O)c2ccccc21
ZINC000001588900,CC/C(=C(\c1ccccc1)c1ccc(OCCNC)cc1)c1ccccc1
ZINC000002041003,O=c1nc2[nH]c(=O)[nH]c2c(O)[nH]1
ZINC000002512178,CC[C@]1(c2ccc(O)cc2)NC(=O)N(C)C1=O
ZINC000002570846,CCC[C@@H](C(=O)O)[C@H](O)CC
ZINC000002584392,Cn1c(O)nc2c([nH]c(=O)n2C)c1=O
ZINC000085479227,OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
ZINC000256109542,C[C@H]1O[C@@H](O[C@@H]2[C@H](O)C[C@@H](O[C@H]3CC[C@@]4(C)[C@@H](CC[C@H]5[C@H]4C[C@@H](O)[C@]4(C)[C@H](C6=CC(=O)OC6)CC[C@]54O)C3)O[C@@H]2C)C[C@H](O)[C@H]1O
ZINC000256296829,CC(=O)O[C@]1(C(C)=O)C[C@H](O)[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@H]5[C@]4(C)[C@H]3CC[C@@]21C
ZINC000256630457,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)COC(=O)Cc1cccc2ccccc12)C[C@@H]3O[C@@H]1C[C@H](N)[C@H](O)[C@H](C)O1
ZINC000012496366,CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21CC
ZINC000013282290,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=N[C@@H]2O
ZINC000013478606,COc1ccc(Cl)cc1/C(O)=N/CCc1ccc(S(=O)(=O)/N=C(/O)N[C@H]2CCCC[C@@H]2O)cc1
ZINC000013520633,CC1(C)S[C@@H]([C@@H](NC(=O)Cc2ccccc2)C(=O)O)N[C@@H]1C(=O)O
ZINC000013531944,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C/c1ccc(S(C)(=O)=O)cc1
ZINC000013759799,CCCN[C@H]1CCc2c(O)cccc2C1
ZINC000014658068,O=NC1CCNCC1
ZINC000261494553,C[C@]12CC[C@@H](OS(=O)(=O)O)CC1=CC[C@H]1[C@H]2CC[C@@]2(C)C(c3ccc[n+]([O-])c3)=CC[C@H]12
ZINC000261494557,C[C@H](C(=O)O)c1ccc(C(=O)C2=CC=C[S@]2=O)cc1
ZINC000261494563,COc1cc2c(CCNC(C)=O)c[nH]c2cc1O[C@@H]1O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]1O
ZINC000261494568,CC(=O)N[C@@H]1CC[C@@H]2Nc3c(O)cc(C(N)=O)cc3[C@H]2C1
ZINC000261494576,CC(=O)N1CCc2c1[nH]c1ccc(O[C@@H]3O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]3O)cc21
ZINC000261494580,COc1ccc2c(c1)c(CCNC(C)=O)cn2[C@@H]1O[C@H](C(=O)O)[C@H](O)[C@H](O)[C@H]1O
ZINC000261494585,CCC[C@@H]1O[C@@H]2C[C@@H]3[C@H]4C[C@@H](O)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
ZINC000261494596,CN1CC[C@@]23c4c5ccc(O[C@H]6O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]6O)c4O[C@H]2[C@H](O)CC[C@@H]3[C@H]1C5
ZINC000261494600,CN1CC[C@@]23c4c5ccc(O[C@H]6O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]6O)c4O[C@H]2[C@@H](O)CC[C@H]3[C@@H]1C5
ZINC000261494606,CC(=O)[C@@]1(O)CC[C@@H]2[C@@H]3C[C@@](C)(O)C4=CC(=O)CC[C@]4(C)[C@@H]3CC[C@@]21C
ZINC000261494611,CN1CC[C@]23c4c5ccc(O[C@@H]6O[C@@H](CO)[C@H](O)[C@@H](O)[C@H]6O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5
ZINC000261494624,CC[C@@H](c1ccccc1)[C@@H](c1ccc(OCCNC)cc1)c1ccc(O[C@H]2O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]2O)cc1
ZINC000261494632,C=C1NC(N)=Nc2c1ncn2[C@@H]1O[C@H](CO[P@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)[C@H](O)[C@@H]1O
ZINC000261494636,CN(C)CC/C=C1\c2ccccc2COc2ccc(O[C@H]3O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]3O)cc21
ZINC000261494648,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@](O)([C@H](O)CO)C[C@@H]3O[C@@H]1C[C@H](/N=C(/O)C(F)(F)F)[C@H](O)[C@@H](C)O1
ZINC000261494664,O=C1[C@H]2[C@H]3CC[C@H]([C@H]2C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(c2nsc4ccccc24)CC1)[C@@H]3O
ZINC000150338908,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@](O)([C@@H](O)CO)C[C@H]3O[C@@H]1C[C@@H](/N=C(\O)C(F)(F)F)[C@@H](O)[C@@H](C)O1
ZINC000150339050,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)COC(=O)Cc1cccc2ccccc12)C[C@@H]3O[C@@H]1C[C@@H](N)[C@@H](O)[C@@H](C)O1
ZINC000150339055,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)COC(=O)Cc1cccc2ccccc12)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@@H](C)O1
ZINC000150339325,C[C@H](O)[C@@H](C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@](Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O
ZINC000005752185,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)C(=O)C[C@]2(C)[C@@]1(O)C(=O)CCl
ZINC000005760499,CC(C)NC[C@H](O)c1cc(O)cc(OS(=O)(=O)O)c1
ZINC000005783849,Nc1cc(Cl)c(S(N)(=O)=O)cc1C(=O)O
ZINC000005958052,CN(C)C[C@H]1CCCC[C@@]1(O)c1cccc(O)c1
ZINC000006019314,COc1ccccc1OC[C@@H](O)C(=O)O
ZINC000006069509,Cc1cn([C@H]2C[C@H](N)[C@@H](CO)O2)c(=O)[nH]c1=O
ZINC000006092087,O=C(NC[C@H]1CCCCN1)c1cc(O)ccc1OCC(F)(F)F
ZINC000006116332,O=C1NC(=O)[C@@](C2=C[C@H](O)[C@H](O)C=C2)(c2ccccc2)N1
ZINC000006117175,NC(=O)N1c2ccccc2C=Cc2ccc(O)cc21
ZINC000006524885,Nc1ccn([C@H]2C[S@@](=O)[C@@H](CO)O2)c(=O)n1
ZINC000008214585,CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](N)C[C@H]2NC(=O)[C@@H](O)CN)OC[C@]1(C)O
ZINC000008679996,C[C@]12CC[C@H](O)C[C@H]1CC[C@H]1[C@@H]2C[C@@H](O)[C@]2(C)[C@@H](C3=CC(=O)OC3)CC[C@]12O
ZINC000084386263,COc1ccc2c(c1)c(CC(=O)O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)c(C)n2C(=O)c1ccc(Cl)cc1
ZINC000085552177,CC[C@@H]1OC(=O)[C@H](C)[C@@H](O[C@@H]2C[C@](C)(OC)[C@H](O)[C@@H](C)O2)[C@@H](C)[C@H](O[C@H]2O[C@@H](C)C[C@@H](N(C)C)[C@@H]2O)[C@@](C)(O)C[C@H](C)CN(C)[C@@H](C)[C@@H](O)[C@]1(C)O
ZINC000089224316,C[C@@H](O[C@H]1OCCN[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
ZINC000095618600,O=C(Nc1ncc([N+](=O)[O-])s1)c1ccccc1O[C@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O
ZINC000095618747,Nc1nc(=S)c2ncn([C@@H]3O[C@H](CO[P@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]3O)c2[nH]1
ZINC000095618756,O=C(CCCN1CCC(O[C@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1
ZINC000137375210,COC1=C(OC)C(=O)C(CCCCCCCCCCCCO)=C(C)C1=O
ZINC000229983969,CC/C=C(\CCC)C(=O)SCC/N=C(\O)CC/N=C(\O)[C@@H](O)C(C)(C)CO[P@](=O)(O)O[P@](=O)(O)OC[C@@H]1O[C@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@H]1OP(=O)(O)O
ZINC000229984054,C=CC[C@H](CCC)C(=O)SCC/N=C(\O)CC/N=C(\O)[C@@H](O)C(C)(C)CO[P@](=O)(O)O[P@](=O)(O)OC[C@@H]1O[C@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@H]1OP(=O)(O)O
ZINC000230122748,CCC[C@H](C(=O)CC)C(=O)SCC/N=C(\O)CC/N=C(\O)[C@@H](O)C(C)(C)CO[P@@](=O)(O)O[P@@](=O)(O)OC[C@@H]1O[C@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@H]1OP(=O)(O)O
ZINC000230123065,CCCC(CCC)C(=O)SCC/N=C(\O)CC/N=C(\O)[C@H](O)C(C)(C)CO[P@@](=O)(O)O[P@@](=O)(O)OC[C@@H]1O[C@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@H]1OP(=O)(O)O
ZINC000012503063,C#C[C@](O)(/C=C\Cl)CC
ZINC000033955641,CC1=C(/C=C/C(C)=C/C=C\C(C)=C/CO)C(C)(C)CCC1
ZINC000019230121,OCCN1CCOCC1
ZINC000021302830,C[C@H]1O[C@@H](n2cc(F)c(N)nc2=O)[C@H](O)[C@@H]1O
ZINC000021981258,CN1CCN2c3ncc(O)cc3Cc3ccccc3[C@H]2C1
ZINC000022056306,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCNC)cc1)c1ccccc1
ZINC000261494695,C=C1C=C2C=C[C@H]3[C@@H](CC[C@]4(C)[C@H](C(C)C)CC[C@H]34)[C@@]2(C)CC1
ZINC000085552699,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(OCCO)c(OCCO)c4)oc4cc(OCCO)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
ZINC000013829478,O=C(O)c1ccccc1O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O
ZINC000261494617,C[C@]12C[C@H](O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)CC[C@@H]1CC[C@@H]1[C@@H]3CC[C@@](O)([C@H](O)CO)[C@]3(C)CC(=O)[C@H]12
ZINC000261494639,COC(=O)[C@H]1[C@H]2CC[C@@H](C[C@H]1C(=O)Oc1ccccc1)N2
ZINC000261494708,C[C@]12CC[C@@H]3c4cc(O)c(OS(=O)(=O)O)cc4CC[C@@H]3[C@H]1CCC2=O
ZINC000261494668,CN1CC[C@@]23c4c5ccc(O[C@H]6O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]6O)c4O[C@@H]2C(=O)CC[C@@H]3[C@@H]1C5
ZINC000261494674,COc1cccc2c1[C@H](O)c1c(O)c3c(c(O)c1[C@@H]2O)C[C@](O)(C(=O)CO)C[C@@H]3O[C@@H]1C[C@H](N)[C@@H](O)[C@@H](C)O1
ZINC000261494678,CN[C@@H]1CC[C@@H]2Nc3c(O)cc(C(N)=O)cc3[C@H]2C1
ZINC000261494682,C[N+]1([C@@H]2O[C@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]2O)CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1
ZINC000261494691,CN(CCOc1ccc(C[C@@H]2SC(=O)NC2=O)cc1)c1ncccc1O[C@H]1O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]1O
ZINC000014969354,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCNCC)c(I)c1
ZINC000261494712,C[C@@]12CC[C@@H]3c4ccc(OS(=O)(=O)O)cc4CC[C@@H]3[C@H]1CC[C@H]2O
ZINC000261494717,CC(=O)[C@H]1CC[C@@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@H](O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)C[C@]12C
ZINC000022055139,CN1C(=O)CC[C@H]1c1ccc[n+]([C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@@H](O)[C@@H]2O)c1
ZINC000004102205,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)CC[C@H]3[C@H]1C5
ZINC000004213363,C=C1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
ZINC000004215255,O=C(O)C1=C(C[n+]2ccc(CCS(=O)(=O)O)cc2)CS[C@@H]2[C@H](NC(=O)[C@H](NC(=O)c3nc[nH]c3C(=O)O)c3ccccc3)C(=O)N12
ZINC000004217548,OC[C@H]1O[C@@H](n2cnc3c(=S)[nH]cnc32)[C@H](O)[C@@H]1O
ZINC000004576930,CC1(C)S[C@H]([C@H](NC(=O)Cc2ccccc2)C(=O)O)N[C@H]1C(=O)O
ZINC000004974291,C/C(=N\NC(=O)c1ccncc1)C(=O)O
ZINC000084316941,Cc1cccc(C)c1/N=C(/O)[C@@H]1CCCCN1
ZINC000003643421,CNC[C@@H]1CCCC[C@]1(O)c1cccc(OC)c1
ZINC000005138341,CC(C)NCC[C@@](C(N)=O)(c1ccccc1)c1ccccn1
